0,0.982673316184562,0,0,0,0,0,0,0,0
0.982673316184562,-0.00171990582433575,0.808403458973136,0,0,0,0,0,0,0
0,0.808403458973136,-0.00161698866133829,0.571825653784911,0,0,0,0.0927714048115304,0.0413355426445631,0
0,0,0.571825653784911,0.0144160925533671,0.41572945946439,0,-0.4250336090859,-0.0906780698488835,0,0
0,0,0,0.41572945946439,0.00915200343805214,0.856559764920729,0.0527385203760481,0,0,0
0,0,0,0,0.856559764920729,-0.0232139010454665,0.418066052074867,0,0,0
0,0,0,-0.4250336090859,0.0527385203760481,0.418066052074867,-0.0772710008378659,0.569272906572661,0,0
0,0,0.0927714048115305,-0.0906780698488835,0,0,0.569272906572661,-0.0111166492104385,0.807345976265694,0
0,0,0.0413355426445631,0,0,0,0,0.807345976265694,-0.00171990582372274,0.982673316184845
0,0,0,0,0,0,0,0,0.982673316184845,0
