          Var1                   Var2                    Var3                    Var4                   Var5                    Var6                    Var7                   Var8                     Var9                     Var10                   Var11                  Var12                 Var13                  Var14                   Var15                  Var16      
    _________________    ____________________    _____________________    __________________    ____________________    _____________________    __________________    _____________________    _____________________    _____________________    ____________________    __________________    __________________    ____________________    ____________________    _________________

                    0       0.979111897192087                        0                     0                       0                        0                     0                        0                        0                        0                       0                     0                     0                       0                       0                    0
    0.979111897192087    -0.00155073677685637         -0.5615511080004    -0.573168113485708                       0                        0                     0                        0                        0                        0                       0                     0                     0                       0                       0                    0
                    0        -0.5615511080004        0.230287157379011                     0      -0.740215965448831    -3.87586848377511e-11                     0                        0                        0                        0                       0                     0                     0                       0                       0                    0
                    0      -0.573168113485708                        0    -0.224164800678105       0.414452743560271        0.672075399919649                     0                        0                        0                        0                       0                     0                     0                       0                       0                    0
                    0                       0       -0.740215965448831     0.414452743560271     -0.0363069487817742                        0     0.348816454509192     1.29983189145852e-10                        0                        0                       0                     0                     0                       0                       0                    0
                    0                       0    -3.87586848377511e-11     0.672075399919649                       0       0.0904531612337873    -0.314276268275336        0.153554718584657                        0                        0                       0                     0                     0                       0                       0                    0
                    0                       0                        0                     0       0.348816454509192       -0.314276268275336    -0.118611679868933                        0        0.396837517144743       0.0351507775207998                       0                     0                     0                       0                       0                    0
                    0                       0                        0                     0    1.29983162967113e-10        0.153554718584658                     0        0.645087909433515    -4.28708805936226e-11       -0.436093149767477                       0                     0                     0                       0                       0                    0
                    0                       0                        0                     0                       0                        0     0.396837517144743    -4.28709083491982e-11       -0.213467967214586                        0      -0.282062449104012    -0.414197377835897                     0                       0                       0                    0
                    0                       0                        0                     0                       0                        0    0.0351507775207998       -0.436093149767477                        0        -0.36589771310152     -9.834559791744e-11       0.4961381926456                     0                       0                       0                    0
                    0                       0                        0                     0                       0                        0                     0                        0       -0.282062449104012    -9.83455127587369e-11      -0.425573157732965                     0     0.264374976368958    2.62668833613538e-11                       0                    0
                    0                       0                        0                     0                       0                        0                     0                        0       -0.414197377835897          0.4961381926456                       0    0.0743354529115386    -0.455268732730029      -0.105267495902219                       0                    0
                    0                       0                        0                     0                       0                        0                     0                        0                        0                        0       0.264374976368958    -0.455268732730029    -0.119004933829791                       0        0.75751830115997                    0
                    0                       0                        0                     0                       0                        0                     0                        0                        0                        0    2.62669770169343e-11    -0.105267495902219                     0       0.960549565487999      -0.264626825211288                    0
                    0                       0                        0                     0                       0                        0                     0                        0                        0                        0                       0                     0      0.75751830115997      -0.264626825211288    -0.00155073677694554    0.979111897192273
                    0                       0                        0                     0                       0                        0                     0                        0                        0                        0                       0                     0                     0                       0       0.979111897192273                    0
