0,0.979111897192087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.979111897192087,-0.00155073677685637,0.802409704087159,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.802409704087159,-0.00159091311452078,0.57563101356007,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.57563101356007,-0.00167498582997085,0.535545056550636,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.535545056550636,-0.00181106157879126,0.521587497389365,0,0,0,0,0,0.00603379245419367,0,0,0,0
0,0,0,0,0.521587497389365,-0.00238997087149461,0.511830085918178,0,0,0,-0.0636471914887024,0.0162860770396703,0,0,0,0
0,0,0,0,0,0.511830085918178,-0.0331672365307486,0.448958909339081,0,0.259429082706108,-0.153322174143853,0,0,0,0,0
0,0,0,0,0,0,0.448958909339081,-0.31184371427717,-0.491512942467566,0.4658253828873,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.491512942467566,0.742379311657117,0.317823241177178,0,0,0,0,0,0
0,0,0,0,0,0,0.259429082706108,0.4658253828873,0.317823241177178,0.111274961338682,0.493320735226757,0,0,0,0,0
0,0,0,0,0,-0.0636471914887024,-0.153322174143853,0,0,0.493320735226757,0.00158661496754287,0.521333176699645,0,0,0,0
0,0,0,0,0.00603379245419367,0.0162860770396703,0,0,0,0,0.521333176699645,-0.00181106157861854,0.535545056550587,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.535545056550587,-0.00167498582972702,0.575631013560286,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.575631013560286,-0.0015909131141227,0.80240970408744,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.80240970408744,-0.00155073677694554,0.979111897192273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979111897192273,0
