0,0.977475137827054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977475137827054,-0.000723871634447847,0.799703541267068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.799703541267068,-0.000732396867093194,0.573633076160189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.573633076160189,-0.000749816267592171,0.533594078501353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.533594078501353,-0.000776890204489497,0.519586706874731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.519586706874731,-0.000814847345857776,0.513121548935306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.513121548935306,-0.000865494376060032,0.509638636770592,0,0,0,0,0,0,0,0,0,4.08757836962059e-05,0,0,0,0,0,0
0,0,0,0,0,0,0.509638636770592,-0.000931435541586199,0.507573923749786,0,0,0,0,0,0,0,-0.000597916006604511,0.000274885534581127,0,0,0,0,0,0
0,0,0,0,0,0,0,0.507573923749786,-0.00102977751775161,0.506236412505204,0,0,0,0,0,0.00191725732535025,-0.00649771582479361,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.506236412505204,-0.00142098101961623,0.502370546155949,0,0,0,0.00589704527302508,0.0613389235491114,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.502370546155949,0.00535921924949362,0.449456316973499,0,-0.0186488947911464,-0.284806495084439,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.449456316973499,0.0234463967657629,-0.19904282429225,0.690657881554233,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.19904282429225,0.920170649057248,0.20475254130393,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.0186488947911464,0.690657881554233,0.20475254130393,-0.0136801951638648,0.450121066658868,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00589704527302508,-0.284806495084439,0,0,0.450121066658868,-0.00271298486524217,0.503263774964858,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00191725732535025,0.0613389235491114,0,0,0,0,0.503263774964858,-0.000982754300988973,0.507535836808045,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.000597916006604511,-0.00649771582479361,0,0,0,0,0,0,0.507535836808045,-0.000930790440195615,0.509638562627082,0,0,0,0,0,0
0,0,0,0,0,0,4.08757836962059e-05,0.000274885534581127,0,0,0,0,0,0,0,0,0.509638562627082,-0.000865493906100728,0.513121549272974,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513121549272974,-0.000814846847113659,0.519586707032211,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519586707032211,-0.00077689006959397,0.533594078438517,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533594078438517,-0.000749816699287091,0.573633075795351,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573633075795351,-0.00073239770278916,0.799703540915948,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799703540915948,-0.000723871439235009,0.977475137551412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977475137551412,0
